"commentId","url","companyName","jobTitle","fullPartTime","textBlock"
"11617086","http://www.vikingcodeschool.com","Viking Education ","","","<p>Viking Code School is a 100% online development bootcamp.  Our core program is an immersive where students only pay tuition when they get a job.  We're a mission-driven company with the goal of launching a million high-growth careers around the world while having fun doing so."
"11613317","","San Francisco (Onsite)- Ticketfly","","","<p>Ticketfly, a subsidiary of Pandora, is a technology company reimagining the live event experience for promoters and fans."
"11612779","","RespondWell ","","","<p>RespondWell is hiring. We’re hoping to bring a couple of experienced people onboard to help us build serious games in the healthcare industry, specifically in the rehab space. We use video games to help people get back on their feet after they’ve broken themselves via sprains, breaks, falls, or surgery. Come use your software development super-powers to help people feel better!
We're looking for two important hires: The first is a database &amp; network engineer to help us scale our current system to deal with the increased server load as we continually get more customers. This position requires serious experience with PostgreSQL, setting up failover, replication, and load balancing on the server, and writing backend Python code to interface with the server web-framework (we use CherryPy). You'll also need experience setting up and administering a Linux VPS through AWS (mostly) or Azure (not as much)."
"11615279","www.Voleon.com","Voleon "," Senior Machine Learning Software Engineer - Quantitative Hedge Fund","","<p>The Voleon Group is a technology-driven investment firm employing cutting-edge statistical machine learning techniques. We are looking for an exceptionally capable software engineer. You will architect &amp; implement new production trading systems, machine learning infrastructure, data integration pipelines, and large-scale storage systems."
"11614393","","","","","<html><body><p>Scribd is hiring talented devs in a variety of flavors to help us build the library of the 21st century.<p>Right now we’re looking for:"
"11620422","","LearnVest ","","","<p>Infrastructure Engineer - <a href=""http://app.jobvite.com/m?3sglUhwJ"" rel=""nofollow"">http://app.jobvite.com/m?3sglUhwJ</a>"
"11613800","","REMOTE ONLY  GitLab","","","<p>We're hiring production engineers, developers, UX designers , and more. <a href=""https://about.gitlab.com/jobs/"" rel=""nofollow"">https://about.gitlab.com/jobs/</a> We're a remote only company so everyone is on an equal level. GitLab is a Ruby on Rails project with over 1000 contributors."
"11613084","","Twistlock "," Software Engineer","","<p>We build cutting edge security suite for containers. See more under <a href=""https://www.twistlock.com"" rel=""nofollow"">https://www.twistlock.com</a>"
"11613339","","Twilio "," Senior Software Engineer (JavaScript SDKs) ","","<p>Twilio is looking to expand its JavaScript SDKs team. Currently, our team works on cutting edge communications SDKs such as Programmable Video (WebRTC video) and Programmable Voice (WebRTC Audio)."
"11612327","https://www.getfinal.com/jobs/design/","","","FULL TIME","<html><body><p>Final (YC W15) - Oakland, CA - Full Time, On-Site
Final is building the next generation of credit cards and is looking for a Lead Product Designer! (<a href=""https://www.getfinal.com/jobs/design/"" rel=""nofollow"">https://www.getfinal.com/jobs/design/</a>)<p>Final is a credit card that gives consumers total control over their merchant relationships and transparency in their spending. Rather than a single card number, Final generates multiple card numbers the consumer can restrict, and manages them automatically."
"11614877","","San Francisco/ London/ Barcelona/ Madrid/ Sydney "," JavaScript Engineers, Head of HR, Product Marketing Manager, BizDev Managers in 1) Healthcare and 2) Education) ","","<p><a href=""https://tokbox.com/"" rel=""nofollow"">https://tokbox.com/</a>"
"11614645","","","","","<html><body><p>San Francisco, Atlanta and Sheffield UK. Distributed team so REMOTE encouraged.<p>Convox, YC S15, is hiring support and system engineers to help us build out simple and reliable open source devops tools and platform."
"11612921","","Coursera ","","FULL TIME","<p>Have you taken a Coursera course? Come join us to make them better and build the future of learning."
"11613350","","MJD Interactive Agency ","","FULL TIME","<p>Small but growing agency with high profile customers like Disney, GoPro, and the Grammys. Our M.O. is to pitch awesome new user experiences, and build them from the ground up when we can. We have a number of openings in Engineering, Design, and PM. We especially are interested in Android engineers with serious chops."
"11613470","","Omada Health "," Rails, DevOps engineers","","<p>Omada Health is a digital health company on a mission to make healthy behavior change more accessible and achievable. We’re looking for iOS and Rails software engineer to join our growing engineering team."
"11617020","","Proletariat ","","FULL TIME","<p>Proletariat is a Boston-based startup built by game-industry veterans from Harmonix, Turbine, Media Molecule, and Insomniac. We lovingly handcraft engaging gaming experiences, focusing on creating great multiplayer games. Like the original revolution, Proletariat rises up to wrest game development from big industry and return it to the people—and we’re looking for some awesome people to help us do it!"
"11612254","","","","","<html><body><p>NGP VAN - Washington, DC and Boston/Somerville, MA<p>* Software Engineer (DC)"
"11620515","","Seedlink Technology ","","FULL TIME","<p>Seedlink is using machine learning to transform the recruiting industry. Using neural networks, we analyse gigabytes of data to produce models of ideal candidates. We then match candidates’ responses against our models to predict which candidates best fit our clients’ requirements."
"11614098","","Inovia Team Inc ","","FULL TIME","<p>At Inovia, we build software like no other company. We make tailor-made software for startups. We are looking to hire a PHP Developer. Inovia is a growing company with offices in the heart of San Francisco, Paris and soon Berlin."
"11612664","relaterocket.co","RelateRocket ","","FULL TIME","<p>We're building the tools companies need to accelerate relationship and trust building in the internet age."
"11614444","https://videoamp.com","VideoAmp (https://videoamp.com) ","","","<p>*  Senior Data Engineer - Spark, HDFS, Kafka, NoSQL, Scala, Finagle, Unix, Java/JVM, AWS"
"11612126","","R&amp;D Lab ","","","<p>Text editing on iOS is kind of a mess!"
"11613331","http://getsentry.com","Sentry ","","FULL TIME","<p>Come help us develop our open source exception monitoring service: <a href=""http://github.com/getsentry/sentry"" rel=""nofollow"">http://github.com/getsentry/sentry</a>."
"11615617","https://wake.com/","Wake (https://wake.com/) ","","FULL TIME","<p>Positions: Senior Full Stack Developer, DevOps Engineer"
"11612548","","Sentieo ","","FULL TIME","<p>HIRING Marketing/Growth, Full Stack developers, Frontend, Mobile &amp; More"
"11612281","","New York City - Moat","","","<p>Moat is a growing analytics startup with products in two core areas:"
"11613851","","","Onfleet, San Francisco, On-site, Lead Mobile Engineer","","<html><body><p>Onfleet, San Francisco, On-site, Lead Mobile Engineer<p>We’re looking for a top-notch lead mobile engineer to take our iOS and Android apps to the next level. Substantial experience (2+ years) with both iOS and Android is a must. A deep understanding of mission-critical, location-based applications (especially the challenges around global use) is a huge plus."
"11612643","https://rollbar.com","Rollbar ","","","<p>About Rollbar:"
"11617016","","Life360 ","","FULL TIME","<p>Life360 is the largest family network in the world. Our 150 million users make up approximately 50 million families, with a million new families added just last month. Our APIs process over 800 million location points a day, so we have plenty of traffic to play with."
"11626473","Cammy.com","Cammy.com ","","","<p>Process is one telephone call and two onsite interviews."
"11612399","","Tubular Labs ","","FULL TIME","<p>We analyze the engagement of 400+ million viewers and track 1.5 billion videos across 30+ platforms including YouTube, Facebook, Vine, Instagram, AOL, and Yahoo. Our data empowers decision-makers across an organization to refine their video content strategies, partner with influencers, and optimize promotional budgets."
"11613285","","Lambda Labs "," Software Engineer (iOS / Computer Vision) ","FULL TIME","<p>We're hiring a Software Engineer with iOS and Computer Vision experience. You'll be working with our team to continue to build our product around our core deep learning technology. Math, EE, CS, or Physics degree. If you love math and software engineering, you'll fit right in. Required experience:"
"11613601","","Resolver, Inc. ","","","<p><a href=""http://www.resolver.com/about-us/careers/"" rel=""nofollow"">http://www.resolver.com/about-us/careers/</a>"
"11617234","http://www.triplelift.com/","TripleLift (http://www.triplelift.com/) ","","","<p>We're hiring across the board for both backend engineers (Java, Scala) and full stack (Angular, PHP). Our mission is to help make ads better by allowing websites to remove the distracting and annoying ads and replace them with ones that are more native - similar to how Facebook and Twitter have ads that fit in with their user experience.
'
A lot of people bash adtech but if you're interested in diving deep into high performance tech and get experience across a wide range of technologies there are few other industries that can compare. Would love to chat with anyone - even if you're not that interested in the roles - dgoldin@triplelift.com"
"11612857","","SLAC National Accelerator Laboratory ","","","<p>* tldr: Python and C++ (or Java) developer for public-facing services and APIs in astronomy"
"11618218","","","","","<html><body><p>Largest Management Consulting Firm - Locations - New York, San Jose CR, Prague, Gurgaon.<p>Digitisation team has roles open for multiple positions. I lead the Client Side Development - iOS Apps and Front-end Web Applications and am hiring for both across these geographies - full time and contract developers."
"11611981","","Volantio (YCW09) "," Full Stack Engineer ","FULL TIME","<p>Volantio is hiring an experienced full-stack developer to help us fix travel tech for airlines."
"11615458","https://Fundbox.com","Fundbox "," Back-end Engineer ","FULL TIME","<p>Come work in a great company, with more then 100M in funding and numerous prizes in the industry of Fintech."
"11617424","","Paddle8 ","","","<p>Paddle8 is an online marketplace for collectors, presenting auctions of extraordinary art and objects.
Our engineering team is scaling our public platform, automating our back of house, building out support for international expansion, improving user recommendations, and a host of other exciting projects."
"11613919","https://songspace.com","Songspace (https://songspace.com) ","","FULL TIME","<p>* Senior Ember.JS Engineer"
"11612734","https://ten7.com/us","TEN7 ","","FULL TIME","<p>We’re a full-service interactive strategy and web development firm specializing in Drupal. We’re a small team of six people, and we have a decent amount of work that we really need to hire two more developers. We’re profitable, offer health benefits, 401k, vacation, professional development funds (for conferences, etc) and a month, earned sabbatical after you've been with us for four years."
"11614954","","IBM Watson ","","","<p>Do you have skills in ELK, (REST)ful services, Distributed datastores, agile Java Web application development for front end and back end solutions, Docker, Kubernetes?"
"11612120","","Kinaxis : Ottawa : Full-time On-site","","FULL TIME","<p>Kinaxis is a leading provider of cloud-based subscription software that enables our customers to improve and accelerate analysis and decision-making across their supply chain operations. The supply chain planning and analytics capabilities of our product, RapidResponse®, create the foundation for managing multiple, interconnected supply chain management processes. By using the single RapidResponse product instead of combining individual disparate software solutions, our customers gain visibility across their supply chains, can respond quickly to changing conditions, and ultimately realize significant operating efficiencies."
"11613465","","iRobot ","","FULL TIME","<p>As a pioneer in the robot industry, iRobot's goal is to drive innovation, serve as an industry catalyst and change the world by fueling the era of robots."
"11613019","","◎ Localize "," Full-stack Javascript Engineer ","FULL TIME","<p>Localize is building tools to simplify the translation of applications."
"11612909","http://www.persyst.com","Persyst (http://www.persyst.com) "," Software Engineer","FULL TIME","<p>Persyst is the worldwide leader in EEG software. Our software is used daily by thousands of neurologists at hundreds of hospitals around the world. We have pioneered the use of digital signal processing and neural networks in order to remove artifacts and interpret EEG data. Now we are looking for an additional software engineer to help develop the next generation of tools with the ultimate goal of replacing the routine human interpretation of EEG data. We are a small company (15 employees) that has been around since 1987 with stable and growing revenue."
"11614985","https://www.trunkclub.com/engineering","","Trunk Club (https://www.trunkclub.com/engineering) ","","<html><body><p>Trunk Club (<a href=""https://www.trunkclub.com/engineering"" rel=""nofollow"">https://www.trunkclub.com/engineering</a>) | Chicago, IL | Multiple Positions | ONSITE<p>We're building 1:1 relationships at scale, empowering both stylists and members to build confidence-inspiring wardrobes. We recently launched our women's business and are continuing to innovate in the fashion space. We have tons of exciting work to do and would love a few more excited folks to do that with us in 2016."
"11614458","","Checkpad MED ","  Software Engineer ","","<p>We're searching for a full-time Haskell developer working on web- and mobile applications for hospital doctors and nurses. About 70% of our code is Haskell but we're also using TypeScript, Scala, C# and Objective-C (moving to Swift) for web- and native mobile clients. If you've got strong frontend skills (web or iOS development) and like functional programming you'd probably also be a perfect match for our team. Please note that unfortunately we can only hire German speakers at the moment because we have not entered the international market (yet). More information here: <a href=""http://cpmed.de/jobs/"" rel=""nofollow"">http://cpmed.de/jobs/</a> . Feel free to talk to me at thiemann@cp-med.com"
"11614019","","Axion Biosystems ","","","<p><a href=""http://axion-biosystems.com"" rel=""nofollow"">http://axion-biosystems.com</a>"
"11614241","","Sequel / Malaga (Spain) -  onsite full time","","FULL TIME","<p>Typescript for the angular front end and C# for our back end for a data centric application (visualization using d3) for the insurance business."
"11613403","","Looker "," Software Engineer ","","<p>Looker is a business intelligence platform that makes it easy for analysts to create and curate custom data experiences.  We're seeking experienced engineers to help build out our cutting-edge data discovery platform.  Looker is still a small team, so you’ll have the opportunity to work on many aspects of the product.  That said, you should have extensive experience and a proven track record solving complex web, database, and network engineering problems.  Most of all, you should share a love of programming."
"11612089","","Kinaxis : Ottawa : full-time on-site","","FULL TIME","<p>Kinaxis is a leading provider of cloud-based subscription software that enables our customers to improve and accelerate analysis and decision-making across their supply chain operations. The supply chain planning and analytics capabilities of our product, RapidResponse®, create the foundation for managing multiple, interconnected supply chain management processes. By using the single RapidResponse product instead of combining individual disparate software solutions, our customers gain visibility across their supply chains, can respond quickly to changing conditions, and ultimately realize significant operating efficiencies."
"11614482","","Cognii ","","","<p>Cognii is transforming online education with AI/Virtual Assistant technology. Winner of the best learning assessment innovation of 2015, we are adding a few engineers to meet the growing demand:"
"11615626","energysavvy.com","EnergySavvy - energysavvy.com","","","<p>Onsite | Seattle | Cambridge"
"11612082","https://leeruniek.recruitee.com/o/technical-lead","Leeruniek ","","FULL TIME","<p>Leeruniek is hiring one or two experienced engineers to help building tools that empower educators to deliver excellent education in the schools from Netherlands. This is an exciting opportunity for a proven leader with strong technical chops to evolve into a CTO role."
"11612566","","Dropbox "," Application Security Engineers ","","<p>At Dropbox, we are architecting a family of products that handle over a billion files a day. The Product security Engineering team is responsible for making sure all our products are designed and implemented to the highest security standards. We are looking for engineers who are passionate about security and helping us build features that will protect our users."
"11616122","","Garmin International ","","","<p>We are looking for a full stack .NET developer to add to our Garmin team in Yarmouth, Maine, to work on the Garmin/DeLorme inReach Explore website and related APIs. This suite of web applications and web APIs provides inReach customers online mapping functionality (live tracking, trip reviews, trip planning), inReach messaging and account management functionality, as well as the ability for customers to programmatically interact with the inReach ecosystem."
"11613174","http://www.deliv.co","Deliv (http://www.deliv.co) ","","FULL TIME","<p>Deliv is a crowdsourced logistics company that powers same-day delivery and returns for retailers, local businesses, and e-commerce companies. Deliv is focused exclusively on moving packages; not selling goods (so we can be really good at what we do). We work behind the scenes of some of the largest and most innovative companies - including Best Buy, Google Express, Bloomingdale’s and Walgreens and more, in over 100 cities (from manhattan to honolulu), and are getting ready to scale to a LOT more for 2016. We've also recently raised a $28mm series B led by UPS (<a href=""http://www.reuters.com/article/us-ups-deliv-idUSKCN0VX2U4"" rel=""nofollow"">http://www.reuters.com/article/us-ups-deliv-idUSKCN0VX2U4</a>)."
"11613783","","Calthorpe Analytics "," Front End and Back End/Full Stack Software Engineers","","<p>Help us build SimCity for real! We help urban planners answer questions like ""where should we put housing and jobs for the next 1.5 million people in California?"", ""what are the carbon impacts of adopting this transit policy?"" and ""what will the average commute time be in the year 2040?""."
"11615974","","AudioAddict ","","FULL TIME","<p>- Senior Backend Engineer (Ruby / Rails and Go)"
"11617323","","Boston, MA - Full stack engineer - SessionM","Boston, MA - Full stack engineer - SessionM","","<p>We are over one-hundred engineers, data scientists, business strategists, and creative technologists dedicated to creating more numerable and longer lasting connections between brands and consumers through more elegant mobile engagement."
"11613101","","Android developer ","","FULL TIME","<p>Shuttlerock is a world-leading visual marketing platform that allows companies to collect, curate and re-purpose content from a variety of sources. We have a global team, with offices in Los Angeles, Tokyo, Christchurch, Auckland and Sydney."
"11613730","http://www.buildzoom.com","","","FULL TIME","<html><body><p>BuildZoom (YC Winter 2013) - San Francisco, CA  - <a href=""http://www.buildzoom.com"" rel=""nofollow"">http://www.buildzoom.com</a> - Full-time - Onsite Only<p>We're a remodeling/construction platform to take the pain out of home remodeling and construction projects. We're growing fast (1M+ visitors/month). Come join our awesome team in our beautiful office in Soma. We're looking for talented engineers, writers, and operations managers."
"11614720","","DataCentred ","","","<p>In a nutshell: We're looking for a junior web developer with solid design/front-end skills, interested in learning back-end web dev via Ruby. Also willing to learn the dark art of open source public cloud technology."
"11613136","","Paddle8 ","","","<p>Paddle8 is an online marketplace for collectors, presenting auctions of extraordinary art and objects."
"11616518","","IMVU ","","","<p><a href=""http://im.vu/jobs"" rel=""nofollow"">http://im.vu/jobs</a>"
"11619120","","BridgeU ","","","<p>What: bringing intelligence and analytics to the process of applying to universities around the world."
