"commentId","url","companyName","jobTitle","fullPartTime","textBlock"
"11815985","https://www.frontrowed.com","","","","<html><body><p>Front Row Education -- San Francisco -- ONSITE -- <a href=""https://www.frontrowed.com"" rel=""nofollow"">https://www.frontrowed.com</a><p>* Director of Engineering: <a href=""https://frontrow.workable.com/j/3828FAE4A8"" rel=""nofollow"">https://frontrow.workable.com/j/3828FAE4A8</a>"
"11818088","https://www.ravellaw.com","Ravel Law https://www.ravellaw.com ","","FULL TIME","<p>At Ravel, we develop the legal profession’s most innovative products for data analysis, visualization, and research - uncovering insights about judges’ rulings, revealing critical cases, enabling lawyers to make data-driven decisions, and more."
"11818911","","Sauce Labs (San Francisco, CA)","","","<p>Sauce Labs provides the world’s largest cloud-based platform for the automated testing of web and mobile applications. Its award-winning service eliminates the time and expense of maintaining an in-house testing infrastructure, freeing development teams of any size to innovate and release better software, faster."
"11815272","https://www.periscopedata.com/","Periscope Data ","Full Stack Engineer (Ruby, Golang, CoffeeScript, Java, Python)","FULL TIME","<p>Periscope is a data analysis tool for data analysts that allows them to type SQL queries and get charts really, really fast. Revenue has doubled twice in the last 6 months. We have gone from jumpstarting our car to hanging on as the car races up the hill."
"11818757","http://fetchrobotics.com/","","","","<html><body><p>Fetch Robotics - <a href=""http://fetchrobotics.com/"" rel=""nofollow"">http://fetchrobotics.com/</a> - San Jose, CA - ONSITE (Relocation assistance available)<p>Fetch is a team of experienced engineers working on cutting edge mobile robotics."
"11815285","trackmaven.com","TrackMaven ","","FULL TIME","<p>TrackMaven is all-in-one marketing analytics. Think of it like Github for marketers: there's plenty of AWS competitors (how you ship), but there's no place you go to to <i>do</i> marketing on a daily basis."
"11814837","https://www.blinkhealth.com","Blink Health ","","FULL TIME","<p>We offer 10k for each successful referral as well. Just send a resume to my inbox and then follow-up with an intro e-mail."
"11819595","","WeddingWire ","","","<p>WeddingWire, the nation's leading technology marketplace serving the $100 billion wedding industry, is the only online wedding planning resource designed to empower both engaged couples and wedding professionals."
"11818735","Constructor.io","Constructor.io ","","FULL TIME","<p>Constructor.io is building the future of search. There are many parts of a search interface — from autocomplete to analytics to recommendations — that every website currently has to rebuild (often poorly) from scratch. At Constructor.io, we want to change all that, let people stop re-inventing the wheel, and offer them outstanding search and search enhancement features in a form that's dead simple to integrate."
"11818263","","AltspaceVR "," Software Engineers ","FULL TIME","<p>About us: <a href=""http://altvr.com"" rel=""nofollow"">http://altvr.com</a>"
"11819516","","Compass ","","FULL TIME","<p>At Compass, we are building a marketplace that connects small business owners with web designers. Unlike a traditional marketplace, project management is handled through the Compass platform. At a high-level, we are automating the project manager."
"11817459","http://perio.do/","PeriodO ","","PART TIME","<p>PeriodO (Periods, Organized) is a two-year grant-funded project to help scholars, students, librarians, archivists, and museum curators understand and manage differences in how time periods are defined. For example, many archaeologists may use the term “Bronze Age,” yet each may define the spatial and temporal extent of that period differently. During the first phase of the project (funded by the National Endowment for the Humanities) we collected over 3500 of these time period definitions and developed a tool for curating them. The Institute of Museum and Library Services is now funding the next phase, which will focus on tools for visualizing differences and patterns among period definitions."
"11819519","","EnergySavvy ","","","<p>We're on a mission to power the world, efficiently. We build cloud software for the utility industry to manage and improve their energy efficiency programs. We’re re-engineering the customer experience for homeowners and business owners like you and me."
"11815596","","Software Engineer ","Software Engineer ","","<p>Zenysis helps governments and international organizations analyze their data for insights that save lives."
"11818007","https://www.senddavid.com","David ","","","<p>David is a San Francisco-­based software startup that combines technology and legal research to help customers resolve disputes with their cable, internet, or wireless service provider."
"11818191","https://www.uber.com/","Uber "," Software Engineer ","FULL TIME","<p>The Growth team is obsessed with one question – How do we bring Uber to the world?"
"11817549","https://chartboost.com","Chartboost [https://chartboost.com] ","","FULL TIME","<p>We currently have openings for Senior Scala Engineers, Data Engineers (Spark, MySQL), Full Stack Engineers, Front End Engineers, and DevOps Engineers"
"11819002","https://duck.co/help/company/hiring","","Remote at DuckDuckGo - https://duck.co/help/company/hiring. Looking for backend and devops engineers.","","<html><body><p>Remote at DuckDuckGo - <a href=""https://duck.co/help/company/hiring"" rel=""nofollow"">https://duck.co/help/company/hiring</a>. Looking for backend and devops engineers.</body></html>"
"11817356","https://www.authorea.com/","Authorea ","","","<p>Why Authorea?
- A unique opportunity to change the face of academia and scholarly collaboration
- We're a small team. You'll have the opportunity to make impactful decisions from day 1
- We're backed by investors with experience and reputation in the scientific space
- We are driven by a social mission to make science more open and transparent"
"11817084","","Hightower Inc "," Full Stack Engineers + Data Scientists","","<p>Hightower is a collaboration platform for owners of commercial real estate. We're replacing clunky Excel sheets and email workflows with a beautiful and purpose-designed technology platform. Since our founding in April 2013, we've grown from a 3 to 90 person team, from a windowless WeWork conference room to eight offices in three countries, and today power leasing at many landmarks buildings across the US and Europe."
"11819679","","Dynamic Signal "," Back-End Engineers!!! &amp; Front End Engineer &amp; iOS Engineers","","<p><a href=""http://dynamicsignal.com/jobs"" rel=""nofollow"">http://dynamicsignal.com/jobs</a>"
"11819630","","Sonar ","","","<p><a href=""https://www.sendsonar.com"" rel=""nofollow"">https://www.sendsonar.com</a> = [:rapidly_growing_startup, :San_Francisco, :seed stage, :Solid_revenue, :fun_team, :messaging_platform]"
"11817151","Prezi.com","Prezi.com ","","FULL TIME","<p>At Prezi we are building a tool to enable people create engaging presentations."
"11818004","www.givecampus.com","GiveCampus - www.givecampus.com ","","FULL TIME","<p>We are working to revolutionize the way that schools raise money and engage their constituents. Our mission is to ensure that schools have the resources they need to deliver the highest-quality education possible, and that education is affordable and accessible to everyone. We’re backed by some of the world’s top investors, including Y Combinator, and we’ve achieved 5X growth over the last six months. 2-3 new schools join our network every week, and we’re expanding our team to support their efforts and continue innovating. You can read more about what we do, and how we do it, in The Washington Post (<a href=""https://www.washingtonpost.com/news/grade-point/wp/2016/04/19/colleges-are-going-online-to-crowdsource-donations-and-theyre-raising-millions/"" rel=""nofollow"">https://www.washingtonpost.com/news/grade-point/wp/2016/04/1...</a>)."
"11819377","https://jobs.lever.co/omicia","Omicia Inc. "," (Sr) Sw Engineer; Dev-Ops ","FULL TIME","<p>About Us: Funded, revenue-generating startup. Omicia is unlocking the potential of individualized medicine. Our mission is to help clinicians and researchers understand and apply the most relevant information from personal genome sequences to improve disease management and medical outcomes."
